% Hours	Pressure (Mpa)	Inner Temp (oC) OuterTemp (oC)
0.00	0.1	18.2415500	18.24155
0.08	0.1	18.4051700	18.40517
0.17	0.1	18.3802700	18.38027
0.25	0.1	18.3531100	18.35311
0.33	0.1	18.3531100	18.35311
0.42	0.1	18.3531100	18.35311
0.50	0.1	18.4895500	18.48955
0.58	0.1	18.4623900	18.46239
0.67	0.1	18.4352300	18.43523
0.75	0.1	18.4352300	18.43523
0.83	0.1	18.4080700	18.40807
0.92	0.1	18.3831700	18.38317
1.00	0.1	18.5467700	18.54677
1.08	0.1	18.5196200	18.51962
1.17	0.1	18.4924600	18.49246
1.25	0.1	18.4653000	18.4653
1.33	0.1	18.5199500	18.51995
1.42	0.1	18.4950600	18.49506
1.50	0.1	18.4679000	18.4679
1.58	0.1	18.4679000	18.4679
1.67	0.1	18.4407500	18.44075
1.75	0.1	18.4954000	18.4954
1.83	0.1	18.5523100	18.55231
1.92	0.1	18.5251500	18.52515
2.00	0.1	18.4980100	18.49801
2.08	0.1	18.5127030	18.512703
2.17	0.1	18.5273960	18.527396
2.25	0.1	18.5420890	18.542089
2.33	0.1	18.5567820	18.556782
2.42	0.1	18.5714750	18.571475
2.50	0.1	18.5861680	18.586168
2.58	0.1	18.6008610	18.600861
2.67	0.1	18.6155540	18.615554
2.75	0.1	18.6302470	18.630247
2.83	0.1	18.6449400	18.64494
2.92	0.1	18.6598640	18.659864
3.00	0.1	18.6747880	18.674788
3.08	0.1	18.6897120	18.689712
3.17	0.1	18.7046360	18.704636
3.25	0.1	18.7195600	18.71956
3.33	0.1	18.7344840	18.734484
3.42	0.1	18.7494080	18.749408
3.50	0.1	18.7643320	18.764332
3.58	0.1	18.7792560	18.779256
3.67	0.1	18.7941800	18.79418
3.75	0.31125	20.6824470	20.682447
3.83	0.5225	22.5707140	22.570714
3.92	0.733749999	25.0366477	24.45898099
4.00	0.944999999	32.0881925	26.34724799
4.08	1.156249999	39.1397372	28.23551499
4.17	1.367499999	46.1912819	30.12378199
4.25	1.578749999	53.2428267	32.01204899
4.33	1.789999998	60.2943714	33.90031598
4.42	2.001249998	67.3459161	35.78858298
4.50	2.212499998	74.3974609	37.67684998
4.58	2.564583331	79.4390151	43.86496897
4.67	2.916666664	84.4805694	50.05308797
4.75	3.268749997	89.5221236	56.24120696
4.83	3.62083333	94.5636779	62.42932596
4.92	3.972916663	99.6052321	68.61744495
5.00	4.324999996	104.6467864	74.80556395
5.08	4.677083329	109.6883407	80.99368294
5.17	5.029166662	114.7298949	87.18180194
5.25	5.381249995	119.7714492	93.36992093
5.33	5.733333328	124.8130034	99.55803993
5.42	6.085416661	144.6880507	111.2422859
5.50	6.437499994	164.5630980	122.9265319
5.58	6.789583327	184.4381453	134.6107779
5.67	7.14166666	204.3131925	146.2950239
5.75	7.493749993	224.1882398	157.9792699
5.83	7.845833326	244.0632871	169.6635159
5.92	8.197916659	263.9383344	181.3477618
6.00	8.549999992	283.8133817	193.0320078
6.08	8.902083325	303.6884290	204.7162538
6.17	9.254166658	323.5634762	216.4004998
6.25	9.606249991	321.5065915	227.3399098
6.33	9.958333324	319.4497067	238.2793198
6.42	10.31041666	317.3928219	249.2187298
6.50	10.66249999	315.3359372	260.1581398
6.58	11.01458332	313.2790524	271.0975498
6.67	11.36666666	311.2221677	282.0369598
6.75	11.71874999	309.1652829	292.9763697
6.83	12.07083332	307.1083981	303.9157797
6.92	12.42291666	305.0515134	314.8551897
7.00	12.77499999	302.9946286	325.7945997
7.08	13.12708333	289.9598999	321.7929
7.17	13.47916667	283.0461731	317.4433
7.25	13.83125	280.2462463	312.4516
7.33	14.18333333	282.6499634	310.7863
7.42	14.53541667	299.6800537	312.1346
7.50	14.8875	314.2234497	314.9043
7.58	15.23958333	317.9322510	316.5321
7.67	15.59166667	330.1954346	320.5572
7.75	15.94375	322.1286011	323.1371
7.83	16.29583333	287.6087341	321.6275
7.92	16.64791667	297.0582275	320.2537
8.00	17	311.5805359	321.0955
